"","BID","SMAPE","RMSE","MAE","MSE"
"88",88,2.70419704730661,53.7143148884231,27.0762421519133,2885.22762393267
"89",89,3.08875288234233,70.8987342843198,37.8651630672073,5026.63052311858
"90",90,3.56280467032108,77.6983980663899,40.0228802816408,6037.04106208318
"91",91,3.56368601244341,70.0682112348196,39.8660391266465,4909.5542256473
"92",92,2.64122060446965,53.893214302269,29.9046783374178,2904.47854783029
"93",93,1.68906382925695,25.0462917233943,16.3389977235322,627.31672909337
"94",94,1.63692387829903,52.4462132172011,37.6631161145618,2750.60528082412
"95",95,3.55245824832026,48.1529368926327,37.5093755541579,2318.70533138587
"96",96,1.228229757628,46.9504766234556,33.113028021146,2204.34725516965
"97",97,1.56535945421619,25.6277576138776,18.0670084978247,656.781960315664
"98",98,2.64008345674923,36.6603034885151,26.2024413934401,1343.97785187003
"99",99,1.73066423436842,27.108588191747,18.9537860462406,734.875553749725
"100",100,2.14816360270527,22.0721535966372,15.7569429864219,487.179964393546
