"","BID","SMAPE","RMSE","MAE","MSE"
"66",66,1.40968070634401,7.57540827999492,5.68140077484291,57.3868106086155
"67",67,1.56757775880992,28.1736074767195,20.3220828519822,793.752158252266
"68",68,1.78267473642311,49.597628824542,35.7498473132222,2459.92478501704
"69",69,0.899936982063308,81.6434373966959,43.0066107212525,6665.6508699482
"70",70,1.93206564356951,132.606674508415,72.4296425327194,17584.5301241808
"71",71,1.6042830822616,54.0665943903784,34.8550006537799,2923.1966289737
"72",72,0.709862573512329,14.5719972666396,9.3117164320954,212.343104338953
"73",73,0.738773546039543,40.206168186576,26.8407069557329,1616.53596024724
"74",74,1.74269120927782,123.581448779887,69.4503758575798,15272.3744825358
"75",75,2.56321329378643,53.1299644452108,32.058475508559,2822.79312194937
"76",76,1.21999414724431,20.989836138259,14.6374703324542,440.573221110962
"77",77,1.43232350467395,37.5283798343905,21.0685390772504,1408.37929299429
"78",78,1.64710647696326,54.4821619134109,27.8763293601571,2968.30596675913
"79",79,1.29572086584155,60.1290697624529,36.4089230111589,3615.50503049792
"80",80,2.49467022439417,117.315752985748,64.4307184102105,13762.985898613
"81",81,2.98849498030766,68.9597667717048,36.0894766112853,4755.44943320792
"82",82,2.07577645116251,79.4914196975254,46.5256549747046,6318.88580552813
"83",83,2.05510938027443,61.0152294533795,31.5650628033698,3722.85822524854
"84",84,1.75312320782895,50.4145104616191,29.1593568147846,2541.6228650847
"85",85,1.09794659650774,36.223797237108,23.8279730732601,1312.16348627511
"86",86,2.35158741528997,45.0943700209049,23.3125996994232,2033.50220758228
"87",87,3.90466861105205,64.9728466746199,38.8436674923623,4221.47080500367
"88",88,2.7526147863103,55.7615101599633,27.5758904133316,3109.34601531969
"89",89,3.15257192299413,73.5953398850639,38.6051730372504,5416.27405279808
"90",90,3.72888636160495,83.2682658266671,41.9507333766326,6933.6040937805
"91",91,3.43687447005131,68.8260376418881,38.7172947823218,4737.0234574826
"92",92,2.62020065190141,54.2366741910554,29.6864135822121,2941.6168273067
"93",93,1.73159825387982,25.4281614421,16.6933392846899,646.5913943255
"94",94,1.73957695086415,55.1828522075008,40.2655925884043,3045.14717775487
"95",95,3.72837635119081,50.9240356892422,39.5895928976462,2593.25741087921
"96",96,1.25363775720951,47.804764016106,33.7786818511246,2285.29546263559
"97",97,1.64251725791936,26.8789315787997,18.9904565290843,722.476962817794
"98",98,2.66018487752891,36.8402469865951,26.6558245549699,1357.20379803333
"99",99,1.74849591777247,27.2357607219648,19.2020701797267,741.786662104119
"100",100,2.15518182601726,22.2703805118049,15.9690277485387,495.969848140579
